TransactionID,CreditScore,PreviousFraudCount,UserID,MerchantID,MerchantCategory,MerchantRisk,DeviceType,City,Country,LocationRisk,Amount,TransactionType,Timestamp,HourOfDay,DayOfWeek,PreviousBalance,CurrentBalance,RiskScore,IsNewDevice,IsNewLocation,FraudLabel
TXN32790C259944,615,0,USR043349,MER003074,E-Commerce,Low,Tablet,London,UK,Medium,7360,UPI,2026-04-25 12:35:10.948686,12,Saturday,1131557,1124197,10,False,False,0
TXN905715E98117,742,0,USR023968,MER002639,E-Commerce,Low,Tablet,Berlin,Germany,Medium,22212,Wallet,2025-07-05 16:30:30.959531,16,Saturday,1063266,1041054,10,False,False,0
TXN19E441BC8E3C,713,0,USR014639,MER001099,Healthcare,Low,Laptop,Dubai,UAE,Medium,14649,Wallet,2025-10-13 07:19:10.732156,7,Monday,726397,711748,10,False,False,0
TXNDBFCE4304C7A,655,0,USR011811,MER003248,Healthcare,Low,Laptop,Delhi,India,Low,10298,Net Banking,2025-10-03 14:09:49.339817,14,Friday,1542316,1532018,0,False,False,0
TXN268365D317CF,523,0,USR009519,MER000037,Healthcare,Low,Tablet,Bengaluru,India,Low,19777,Wallet,2026-01-19 08:06:22.936193,8,Monday,820107,800330,15,False,False,0
TXN20EC86CB411D,641,0,USR010994,MER000807,Entertainment,Low,Tablet,Chennai,India,Low,13641,UPI,2025-07-10 17:04:34.001907,17,Thursday,796501,782860,0,False,False,0
TXN2C53D607BFEC,648,0,USR039915,MER003582,Healthcare,Low,Laptop,Mumbai,India,Low,2504,Debit Card,2026-04-08 18:00:54.324253,18,Wednesday,701156,698652,0,False,False,0
TXN60B8D1057A00,745,0,USR016063,MER001590,E-Commerce,Low,Tablet,Sydney,Australia,Medium,1575,Credit Card,2026-03-17 02:28:55.366895,2,Tuesday,104527,102952,10,False,False,0
TXN93DEB49BEB10,572,0,USR045008,MER000391,E-Commerce,Medium,Android,Bengaluru,India,Low,6575,UPI,2026-03-03 09:13:43.998104,9,Tuesday,284451,277876,10,False,False,0
TXN8C123646986C,700,0,USR004570,MER001394,Grocery,High,Tablet,Delhi,India,Low,18796,Debit Card,2026-06-25 05:25:17.057800,5,Thursday,1281533,1262737,20,False,False,0
TXNEB50D688F4DE,673,0,USR011656,MER003231,Travel,Low,Tablet,San Francisco,USA,Medium,39520,UPI,2025-10-05 05:57:51.435081,5,Sunday,5154314,5114794,10,False,False,0
TXNEAAB0C01E307,798,0,USR040526,MER001825,Luxury,Low,iPhone,Hyderabad,India,Low,83130,UPI,2026-06-02 16:45:28.927243,16,Tuesday,9245390,9162260,0,False,False,0
TXN58AA55A54193,666,0,USR039722,MER004416,Entertainment,Low,Laptop,Dubai,UAE,Medium,519,Debit Card,2026-05-05 08:34:34.413186,8,Tuesday,305759,305240,10,False,False,0
TXNC132B61B54B4,753,0,USR016358,MER003141,E-Commerce,Medium,iPhone,Sydney,Australia,Medium,42897,Wallet,2025-11-26 05:45:50.458074,5,Wednesday,5959294,5916397,20,False,False,0
TXN8CB5E13170EE,741,0,USR048656,MER003084,E-Commerce,Low,Tablet,San Francisco,USA,Medium,12669,Debit Card,2025-11-04 20:50:38.308685,20,Tuesday,2034302,2021633,10,False,False,0
TXN0287271646B8,678,0,USR043383,MER003467,Luxury,Low,Tablet,Ahmedabad,India,Low,13104,UPI,2025-09-26 03:56:32.835835,3,Friday,2863214,2850110,0,False,False,0
TXND4735F18796B,714,0,USR011430,MER004324,Travel,Low,Tablet,Delhi,India,Low,8170,Net Banking,2026-06-26 19:25:13.041996,19,Friday,1763124,1754954,0,False,False,0
TXN6C0496BBC26F,674,0,USR003613,MER003360,Fuel,Low,iPhone,Delhi,India,Low,55542,Debit Card,2026-02-24 19:27:20.277243,19,Tuesday,1787902,1732360,0,False,False,0
TXNEB9F73363E4F,741,0,USR004675,MER000544,Restaurant,Low,iPhone,Lagos,Nigeria,High,1831,Net Banking,2026-06-27 18:40:50.785647,18,Saturday,83259,81428,20,False,False,0
TXN4D4F1C907ECB,636,0,USR007377,MER001919,Fuel,Low,Tablet,Ahmedabad,India,Low,13461,Credit Card,2025-08-23 09:50:30.047114,9,Saturday,1374431,1360970,0,False,False,0
TXN4223BD450E63,719,0,USR022499,MER004777,Restaurant,Low,Tablet,Lagos,Nigeria,High,8995,Credit Card,2026-03-17 04:25:13.739360,4,Tuesday,679501,670506,20,False,False,0
TXNB68AC75BF4CF,667,0,USR010340,MER004342,Travel,Low,Android,Berlin,Germany,Medium,28037,UPI,2025-12-14 14:51:48.810187,14,Sunday,3596136,3568099,10,False,False,0
TXN17D37CDBA5EF,652,0,USR025071,MER000621,Entertainment,Low,iPhone,San Francisco,USA,Medium,12491,Debit Card,2026-05-07 11:28:25.037855,11,Thursday,1894889,1882398,10,False,False,0
TXNEFC2AB11B623,738,0,USR029522,MER000132,Fuel,Low,iPhone,Delhi,India,Low,16074,Net Banking,2026-01-17 00:42:57.147884,0,Saturday,3030616,3014542,0,False,False,0
TXNC33D403DE963,760,0,USR020468,MER001864,Fuel,Low,Android,Delhi,India,Low,128305,Debit Card,2025-08-09 15:30:30.516217,15,Saturday,8682207,8553902,25,True,False,0
TXN315B0A8EE59E,642,0,USR014521,MER004592,Luxury,Low,Laptop,San Francisco,USA,Medium,4757,Debit Card,2026-02-13 01:11:23.636776,1,Friday,1313016,1308259,10,False,False,0
TXN9B4A2FB2635C,823,0,USR043528,MER002956,Luxury,Low,Laptop,Mumbai,India,Low,25111,UPI,2026-05-20 08:29:45.373466,8,Wednesday,3829092,3803981,0,False,False,0
TXN6AF0B2A9D046,677,0,USR033115,MER004369,Luxury,Low,iPhone,San Francisco,USA,Medium,14218,UPI,2025-10-01 21:00:50.156047,21,Wednesday,1461710,1447492,10,False,False,0
TXND4E55A21BF03,733,1,USR016180,MER000469,Grocery,Medium,Android,Dubai,UAE,Medium,41853,Wallet,2025-12-14 22:58:08.927631,22,Sunday,3104104,3062251,35,False,False,0
TXNA087A21CCB54,787,0,USR038836,MER001663,Luxury,Low,iPhone,London,UK,Medium,10333,UPI,2025-09-13 11:33:11.695137,11,Saturday,731697,721364,30,False,True,0
TXNF1950AFAFE4F,760,0,USR025162,MER003241,Healthcare,Low,iPhone,Bengaluru,India,Low,14207,Credit Card,2026-06-27 10:28:15.758366,10,Saturday,1765284,1751077,0,False,False,0
TXNA3C42B9A4ECF,648,0,USR030930,MER003381,Travel,Low,Tablet,Moscow,Russia,High,32640,Net Banking,2025-08-20 20:19:08.701157,20,Wednesday,3820944,3788304,20,False,False,0
TXNF4F7EF352A38,707,0,USR035353,MER003603,Entertainment,Low,Tablet,Moscow,Russia,High,3180,Debit Card,2026-05-23 03:12:13.257217,3,Saturday,625333,622153,20,False,False,0
TXN524F40A94E7C,801,0,USR035918,MER003191,Entertainment,Low,Android,Moscow,Russia,High,34033,Credit Card,2026-06-23 22:39:30.515690,22,Tuesday,1041053,1007020,45,True,False,0
TXN2EF7884D908C,713,0,USR042387,MER000838,Travel,Low,iPhone,Delhi,India,Low,33152,Debit Card,2025-07-26 06:51:22.385285,6,Saturday,1257853,1224701,0,False,False,0
TXN7E6DEB211BBE,527,0,USR007121,MER004957,Restaurant,Low,Laptop,Pyongyang,North Korea,High,6251,Debit Card,2025-07-17 20:24:34.963253,20,Thursday,1602838,1596587,35,False,False,0
TXNF2EC8D090ADD,799,0,USR047228,MER004723,Luxury,Low,iPhone,Singapore,Singapore,Low,3825,UPI,2025-09-26 22:55:52.013921,22,Friday,3484763,3480938,0,False,False,0
TXN9468C3D54864,657,0,USR021592,MER003328,Luxury,Low,iPhone,Pyongyang,North Korea,High,1699,Credit Card,2025-12-07 16:33:56.609405,16,Sunday,854999,853300,20,False,False,0
TXNC93F4A16E179,577,0,USR011263,MER003691,Restaurant,Low,Laptop,Berlin,Germany,Medium,42125,Wallet,2025-08-01 15:25:10.029058,15,Friday,3114622,3072497,10,False,False,0
TXN61E93558DCB6,684,0,USR049601,MER004417,Luxury,Low,iPhone,Delhi,India,Low,75123,UPI,2025-07-24 16:05:07.601846,16,Thursday,6576161,6501038,0,False,False,0
TXN51B8E9E1234F,785,0,USR012750,MER000971,Restaurant,Low,Tablet,Delhi,India,Low,197,UPI,2026-04-27 20:14:27.984970,20,Monday,113184,112987,0,False,False,0
TXN1A5E41A4ABE0,723,0,USR048056,MER000894,Travel,Low,Android,Delhi,India,Low,1342,Wallet,2026-06-18 15:53:36.440561,15,Thursday,1232349,1231007,25,True,False,0
TXNF0FD3F3DCE7C,663,0,USR022385,MER000381,Grocery,Low,Android,Moscow,Russia,High,1962,Debit Card,2026-04-01 22:24:33.631451,22,Wednesday,516287,514325,20,False,False,0
TXN91D46A8DF9D6,643,0,USR029471,MER003422,E-Commerce,Low,Android,Lagos,Nigeria,High,8756,Credit Card,2025-07-12 12:59:32.694099,12,Saturday,1182424,1173668,20,False,False,0
TXN5D30C29D8246,729,0,USR037592,MER002731,Travel,Low,Laptop,New York,USA,Medium,5797,Debit Card,2025-10-05 14:39:41.658351,14,Sunday,1129136,1123339,10,False,False,0
TXNE582D3A59AB3,629,0,USR015400,MER002130,Travel,Low,Tablet,Kolkata,India,Low,32485,Debit Card,2025-07-20 08:54:06.583164,8,Sunday,3160770,3128285,0,False,False,0
TXNB7B60BA684F8,754,0,USR042603,MER004431,Entertainment,Low,Tablet,Chennai,India,Low,117628,Wallet,2025-07-16 08:40:30.987831,8,Wednesday,10002602,9884974,0,False,False,0
TXN37B4A9234A91,612,0,USR032226,MER003511,Restaurant,Low,Tablet,Berlin,Germany,Medium,2755,Credit Card,2025-09-19 18:33:40.875933,18,Friday,667645,664890,10,False,False,0
TXNAFC6C597D80C,652,0,USR024817,MER000903,Grocery,Low,Tablet,Dubai,UAE,Medium,5208,Wallet,2025-12-06 15:24:02.419244,15,Saturday,2538701,2533493,10,False,False,0
TXN2915A257A71E,735,0,USR043362,MER004190,Healthcare,Low,Laptop,New York,USA,Medium,1983,Wallet,2026-02-09 16:24:05.088655,16,Monday,536273,534290,10,False,False,0
TXN0392FC3A4419,667,0,USR040087,MER000862,Restaurant,Low,iPhone,Moscow,Russia,High,7448,Credit Card,2026-03-23 10:25:14.078294,10,Monday,1334374,1326926,20,False,False,0
TXN32D439F83C2B,754,1,USR008754,MER004114,Luxury,Low,Tablet,Delhi,India,Low,7648,Debit Card,2025-10-06 20:37:07.060960,20,Monday,919370,911722,15,False,False,0
TXN66FC07E9AC59,769,0,USR006384,MER001578,E-Commerce,Low,iPhone,Mumbai,India,Low,328,Debit Card,2026-06-18 18:34:10.951994,18,Thursday,321402,321074,20,False,True,0
TXNEDC74ED12376,624,0,USR037691,MER004233,Grocery,Low,Laptop,Delhi,India,Low,1883,Wallet,2025-12-27 00:14:15.962492,0,Saturday,147472,145589,0,False,False,0
TXN5375453F4FDA,664,0,USR002975,MER003919,Fuel,Low,iPhone,Kolkata,India,Low,8552,UPI,2025-11-10 00:19:20.361543,0,Monday,2290098,2281546,0,False,False,0
TXN22F01B3A1E25,709,0,USR038441,MER003634,Healthcare,Low,Tablet,Pyongyang,North Korea,High,70155,Net Banking,2025-07-22 02:17:17.388889,2,Tuesday,5467995,5397840,40,False,True,0
TXN934423B32CC0,699,1,USR004634,MER000552,Grocery,Low,iPhone,San Francisco,USA,Medium,10789,Net Banking,2025-11-12 04:56:06.025857,4,Wednesday,2538200,2527411,25,False,False,0
TXN5701391B685F,689,0,USR034582,MER003560,E-Commerce,Low,Laptop,Kolkata,India,Low,10399,Wallet,2025-07-28 09:36:47.992744,9,Monday,2109060,2098661,0,False,False,0
TXNEEFE526C5023,694,0,USR031225,MER001147,Fuel,High,Android,Kolkata,India,Low,29111,Wallet,2025-07-29 03:07:36.240192,3,Tuesday,1703029,1673918,20,False,False,0
TXN9D48C25D9B9A,700,0,USR018829,MER002553,Fuel,Low,Tablet,Dubai,UAE,Medium,4142,Credit Card,2026-04-01 17:57:07.263849,17,Wednesday,728380,724238,35,True,False,0
TXNA823A8D9D06C,727,0,USR019785,MER003015,Restaurant,Medium,Android,Lagos,Nigeria,High,5190,Net Banking,2025-10-14 08:34:41.703800,8,Tuesday,2096939,2091749,30,False,False,0
TXNA0E1D15EA349,684,0,USR000686,MER002098,Entertainment,Medium,iPhone,London,UK,Medium,14267,Debit Card,2026-05-13 01:46:43.342820,1,Wednesday,2666705,2652438,20,False,False,0
TXN01511BF2605D,705,0,USR025307,MER002111,Luxury,Low,Laptop,Berlin,Germany,Medium,32588,Wallet,2025-08-21 03:40:17.385110,3,Thursday,3709704,3677116,10,False,False,0
TXNC6EC77B40FCE,644,0,USR049283,MER000607,Healthcare,Low,Laptop,San Francisco,USA,Medium,26402,UPI,2025-08-22 07:17:14.030005,7,Friday,3098688,3072286,35,True,False,0
TXNB6F728C92DEA,686,0,USR045855,MER003877,Travel,Low,iPhone,Mumbai,India,Low,37173,Credit Card,2026-05-20 20:28:30.964207,20,Wednesday,2856367,2819194,0,False,False,0
TXN1CAA07E03AA1,720,0,USR025768,MER000092,Grocery,Low,iPhone,Mumbai,India,Low,43466,Net Banking,2026-02-06 20:40:16.666186,20,Friday,1155166,1111700,20,False,True,0
TXN4E89409B6464,757,0,USR033588,MER000580,Luxury,Low,Android,Sydney,Australia,Medium,4010,UPI,2026-05-26 07:30:55.406920,7,Tuesday,563922,559912,10,False,False,0
TXN67DF4315D22F,649,0,USR041996,MER002359,Entertainment,Low,Laptop,Mumbai,India,Low,308,Credit Card,2026-06-21 10:20:16.718620,10,Sunday,60842,60534,25,True,False,0
TXN2530F2758653,613,0,USR019290,MER000845,E-Commerce,Low,Laptop,Hyderabad,India,Low,12354,Debit Card,2026-04-14 04:05:47.676786,4,Tuesday,1396233,1383879,0,False,False,0
TXN2337DE4E68C5,788,0,USR040768,MER001310,Luxury,Low,Laptop,Bengaluru,India,Low,13270,Net Banking,2025-12-01 23:58:34.607254,23,Monday,788414,775144,0,False,False,0
TXNF2E1A37F7DA2,651,0,USR049982,MER004894,Entertainment,Low,iPhone,Moscow,Russia,High,96767,Debit Card,2025-09-01 01:29:32.148727,1,Monday,8457419,8360652,20,False,False,0
TXNEFD0AA4D4791,776,0,USR010152,MER004924,Travel,Low,Android,Berlin,Germany,Medium,89440,Wallet,2025-08-07 03:27:05.757707,3,Thursday,5353166,5263726,10,False,False,0
TXNB4F0A2DF4F67,724,2,USR007114,MER001689,Grocery,Low,iPhone,Moscow,Russia,High,17560,Debit Card,2025-08-26 15:32:34.007766,15,Tuesday,1023848,1006288,50,False,False,0
TXN3F728EB69C9D,800,0,USR016754,MER004523,Healthcare,Low,Tablet,Kolkata,India,Low,51428,Net Banking,2025-08-21 02:00:26.683680,2,Thursday,6029940,5978512,0,False,False,0
TXN1EA74440E121,677,0,USR007327,MER004842,Entertainment,Low,Laptop,New York,USA,Medium,42537,Net Banking,2025-07-21 06:14:07.160874,6,Monday,5901954,5859417,10,False,False,0
TXNCFD6D19F30AE,641,0,USR036825,MER004947,Grocery,Low,Tablet,Kolkata,India,Low,1285,Wallet,2025-10-24 07:33:33.259714,7,Friday,167045,165760,0,False,False,0
TXNE45CC56870D1,679,0,USR002100,MER001116,Luxury,Low,Android,Berlin,Germany,Medium,11905,UPI,2026-06-25 22:18:11.868851,22,Thursday,5351818,5339913,10,False,False,0
TXN898DBF3D3009,686,0,USR012436,MER002653,E-Commerce,Low,Laptop,New York,USA,Medium,22767,Net Banking,2025-12-05 00:45:34.128524,0,Friday,1808435,1785668,10,False,False,0
TXND21B7ED65CB1,713,0,USR009907,MER001779,Restaurant,Low,iPhone,Sydney,Australia,Medium,1785,Wallet,2026-06-05 16:27:54.536817,16,Friday,1097520,1095735,10,False,False,0
TXNC2803BAD72F7,775,0,USR018063,MER003811,Entertainment,Low,Tablet,Kolkata,India,Low,24247,Net Banking,2026-06-20 05:19:37.132299,5,Saturday,837947,813700,0,False,False,0
TXN07ABCAE24CF2,731,0,USR025546,MER002561,Grocery,Low,Tablet,Bengaluru,India,Low,11731,Debit Card,2025-12-29 08:39:17.197898,8,Monday,2386398,2374667,0,False,False,0
TXN4DC640A6C70C,635,0,USR044203,MER001823,Luxury,Low,Android,Dubai,UAE,Medium,6356,Net Banking,2026-04-26 03:09:51.916477,3,Sunday,626100,619744,10,False,False,0
TXN967EEC0F6262,638,0,USR001976,MER002556,E-Commerce,Low,Laptop,New York,USA,Medium,26025,Wallet,2026-05-20 16:32:36.912867,16,Wednesday,1776526,1750501,10,False,False,0
TXN4B7F132E580A,774,0,USR037587,MER003756,Entertainment,Low,Tablet,Moscow,Russia,High,63595,Credit Card,2025-11-29 17:45:26.135642,17,Saturday,2487066,2423471,20,False,False,0
TXNFFA31BCCEB30,688,0,USR021516,MER003217,Entertainment,Low,Laptop,Bengaluru,India,Low,4848,Net Banking,2026-02-18 09:35:02.194229,9,Wednesday,1922929,1918081,25,True,False,0
TXNC7AAB2D51DB6,474,0,USR029734,MER000691,Restaurant,Low,iPhone,Pyongyang,North Korea,High,9250,Net Banking,2026-06-13 21:01:37.656119,21,Saturday,964208,954958,35,False,False,0
TXN6C43C023692B,758,0,USR016518,MER002668,Restaurant,Low,Tablet,San Francisco,USA,Medium,35562,Debit Card,2026-06-07 21:28:53.241635,21,Sunday,3043865,3008303,10,False,False,0
TXN85F357FD6B13,594,0,USR008840,MER003324,Healthcare,Low,Laptop,Moscow,Russia,High,3115,Net Banking,2025-09-07 03:15:07.103802,3,Sunday,176069,172954,40,False,True,0
TXN7E8886F06186,609,0,USR011834,MER004179,Luxury,Low,iPhone,Sydney,Australia,Medium,4734,Debit Card,2025-07-07 13:22:37.073675,13,Monday,1080100,1075366,10,False,False,0
TXN27FAFC3E7970,805,1,USR008481,MER000756,Entertainment,Low,Tablet,Dubai,UAE,Medium,27246,Credit Card,2026-04-22 01:15:15.827627,1,Wednesday,2349400,2322154,50,True,False,0
TXNBB88148F080B,658,0,USR037534,MER004997,Entertainment,Low,Tablet,New York,USA,Medium,11057,Wallet,2025-08-02 22:06:25.533614,22,Saturday,2208604,2197547,10,False,False,0
TXNC86AE14E3B2D,701,0,USR006559,MER002903,E-Commerce,Low,Android,Berlin,Germany,Medium,58237,Net Banking,2026-05-11 12:36:28.789736,12,Monday,2563786,2505549,30,False,True,0
TXN77CBF87AB60F,644,0,USR049530,MER004336,Fuel,Low,iPhone,Moscow,Russia,High,15860,Debit Card,2025-12-20 03:48:39.317140,3,Saturday,622807,606947,40,False,True,0
TXN64FBC672972C,689,0,USR036872,MER001059,E-Commerce,High,Tablet,Delhi,India,Low,4634,Debit Card,2026-06-10 07:42:30.650234,7,Wednesday,187594,182960,20,False,False,0
TXND868A1C702D2,658,0,USR015241,MER002122,Grocery,Low,iPhone,Mumbai,India,Low,16926,Wallet,2026-02-17 18:14:57.304971,18,Tuesday,1109398,1092472,0,False,False,0
TXNE2D7E59F1E50,714,0,USR010551,MER000698,Grocery,Low,Android,Kolkata,India,Low,51535,Net Banking,2025-09-15 09:44:30.451252,9,Monday,3228589,3177054,0,False,False,0
TXN277B06064FB3,640,0,USR016038,MER000161,E-Commerce,Medium,Android,Dubai,UAE,Medium,6314,Credit Card,2025-10-22 22:42:10.505871,22,Wednesday,649796,643482,20,False,False,0
TXN34ABDC42B370,710,0,USR003050,MER004038,E-Commerce,Low,Laptop,New York,USA,Medium,13273,UPI,2026-01-09 09:02:57.457021,9,Friday,1073190,1059917,10,False,False,0
TXNCDBF7FC91EE3,667,0,USR027228,MER000087,Entertainment,High,Laptop,New York,USA,Medium,918,Debit Card,2026-03-03 18:19:57.293739,18,Tuesday,134833,133915,30,False,False,0
TXN7CF637D1A50C,665,0,USR030259,MER001786,Healthcare,Low,Tablet,Chennai,India,Low,34548,Debit Card,2025-11-22 18:52:19.296562,18,Saturday,5397420,5362872,0,False,False,0
TXNC61DE5D91AF3,620,0,USR044420,MER004392,E-Commerce,Low,Laptop,New York,USA,Medium,4218,Net Banking,2025-12-22 13:58:08.947922,13,Monday,1457310,1453092,10,False,False,0
TXNE3A016D5D647,754,0,USR010489,MER001136,E-Commerce,Low,Android,Lagos,Nigeria,High,21347,UPI,2026-02-10 03:14:52.874273,3,Tuesday,1705765,1684418,20,False,False,0
TXNC568CA0580F7,743,0,USR045454,MER002685,E-Commerce,Low,Laptop,Mumbai,India,Low,15982,Wallet,2026-01-01 16:32:09.223171,16,Thursday,857257,841275,20,False,True,0
TXN457F6937B65D,722,0,USR041830,MER001757,Restaurant,Medium,Laptop,Chennai,India,Low,673,Credit Card,2026-03-02 08:10:28.418241,8,Monday,35424,34751,10,False,False,0
TXNAAC9EE02B218,648,0,USR040036,MER004505,Healthcare,Low,Android,Lagos,Nigeria,High,18786,Net Banking,2026-04-12 01:07:43.528107,1,Sunday,909215,890429,20,False,False,0
TXN034551A4C8B1,623,0,USR042278,MER001772,Entertainment,Low,Tablet,Kolkata,India,Low,47352,Wallet,2026-03-08 13:07:21.468392,13,Sunday,3062170,3014818,0,False,False,0
TXNE09FC795ED11,673,0,USR033523,MER001177,Fuel,Low,Android,Hyderabad,India,Low,24328,UPI,2026-05-21 16:10:33.002568,16,Thursday,3059197,3034869,25,True,False,0
TXNBF121E0C2079,567,0,USR002320,MER001172,E-Commerce,High,Tablet,Chennai,India,Low,1849,Wallet,2025-07-25 03:11:33.823886,3,Friday,799486,797637,45,True,False,0
TXNFCE5A627C25C,641,0,USR045763,MER003748,Entertainment,Low,iPhone,Singapore,Singapore,Low,7513,Debit Card,2026-03-17 11:50:00.325983,11,Tuesday,759584,752071,0,False,False,0
TXN63A6CEEFA88E,800,0,USR013832,MER003627,Grocery,Low,Android,San Francisco,USA,Medium,21923,Credit Card,2026-04-21 01:08:26.134315,1,Tuesday,9675298,9653375,10,False,False,0
TXN319DC711739B,865,0,USR017951,MER004457,Restaurant,Low,Laptop,Sydney,Australia,Medium,12834,Debit Card,2025-07-11 06:02:04.077856,6,Friday,828080,815246,10,False,False,0
TXN1EFE82221D3B,654,0,USR032997,MER001154,Grocery,Low,Tablet,San Francisco,USA,Medium,32819,UPI,2026-01-01 10:05:30.560972,10,Thursday,3259553,3226734,10,False,False,0
TXN8CAB0FEA3215,727,0,USR040116,MER004094,Entertainment,Low,Laptop,Dubai,UAE,Medium,16410,Debit Card,2025-11-30 15:02:18.784273,15,Sunday,1274250,1257840,10,False,False,0
TXNA45771054D5C,740,0,USR015962,MER003096,Luxury,Low,Laptop,Dubai,UAE,Medium,28857,Debit Card,2026-04-17 04:55:19.371831,4,Friday,3112546,3083689,10,False,False,0
TXN8FDD2661249C,746,0,USR033436,MER001483,Grocery,Low,iPhone,Lagos,Nigeria,High,916,Wallet,2026-03-03 17:00:09.148973,17,Tuesday,681596,680680,20,False,False,0
TXN5EC8BFA200F0,675,0,USR030943,MER003736,Grocery,Low,Laptop,Moscow,Russia,High,7961,Debit Card,2025-11-25 15:23:15.445215,15,Tuesday,3245687,3237726,45,True,False,0
TXNE5242061A31A,775,2,USR037948,MER002566,Restaurant,Low,iPhone,Mumbai,India,Low,42792,Debit Card,2026-04-07 07:07:09.755243,7,Tuesday,3725847,3683055,50,False,True,0
TXNADCE1E1C0C7F,660,0,USR013911,MER004417,Luxury,Low,Android,Bengaluru,India,Low,16332,Net Banking,2025-12-29 08:13:40.175514,8,Monday,644100,627768,25,True,False,0
TXNB3583F45EF6F,714,0,USR015167,MER002003,Travel,Low,Laptop,Hyderabad,India,Low,1901,Credit Card,2026-06-15 01:50:37.214308,1,Monday,316350,314449,25,True,False,0
TXNE5976B572340,706,0,USR024618,MER001071,Luxury,Low,Laptop,Bengaluru,India,Low,15551,UPI,2025-09-28 13:37:49.485956,13,Sunday,3670172,3654621,0,False,False,0
TXNE8E8A3E0E766,762,0,USR048095,MER001491,Fuel,Low,Laptop,Sydney,Australia,Medium,5077,Credit Card,2026-05-23 17:00:33.456230,17,Saturday,650368,645291,10,False,False,0
TXN8EF55CB7C752,599,0,USR047825,MER004727,E-Commerce,Low,Tablet,New York,USA,Medium,20951,Credit Card,2025-08-02 07:14:34.109576,7,Saturday,1140998,1120047,10,False,False,0
TXN104AC5F22C69,710,0,USR044515,MER000968,Grocery,Low,Tablet,Berlin,Germany,Medium,15514,Debit Card,2026-06-20 09:06:26.175452,9,Saturday,1357092,1341578,10,False,False,0
TXNFF915C205CCD,742,0,USR000412,MER001742,Restaurant,Medium,Tablet,Bengaluru,India,Low,5039,UPI,2026-01-01 18:09:30.576689,18,Thursday,1004656,999617,10,False,False,0
TXN1B476C847D66,612,0,USR043725,MER004665,Travel,High,iPhone,Sydney,Australia,Medium,4909,Debit Card,2026-01-17 05:45:25.639044,5,Saturday,3521854,3516945,30,False,False,0
TXND91C5F556A95,722,0,USR004048,MER004501,Luxury,Low,Laptop,London,UK,Medium,17129,Wallet,2026-06-25 11:04:58.250252,11,Thursday,4914397,4897268,10,False,False,0
TXN27A628D42031,714,0,USR031103,MER000099,Travel,Low,Tablet,Pyongyang,North Korea,High,5572,Net Banking,2025-12-14 02:53:11.622230,2,Sunday,1116601,1111029,20,False,False,0
TXN7233C761F159,551,0,USR012356,MER000848,Restaurant,Low,iPhone,Sydney,Australia,Medium,7999,Credit Card,2026-01-16 18:49:05.034019,18,Friday,400391,392392,10,False,False,0
TXN8F648DD1931C,623,0,USR027426,MER001494,Travel,Low,iPhone,New York,USA,Medium,37506,Credit Card,2026-04-05 01:23:22.004830,1,Sunday,4668938,4631432,30,False,True,0
TXN4A157B1B32DB,735,0,USR014829,MER000007,Fuel,Low,Laptop,Dubai,UAE,Medium,80717,Credit Card,2025-09-06 10:02:59.526800,10,Saturday,5209084,5128367,10,False,False,0
TXNF094A5D8EF45,650,0,USR017094,MER000069,Luxury,Low,Laptop,Pyongyang,North Korea,High,17784,Net Banking,2025-10-02 16:14:03.780823,16,Thursday,1565201,1547417,20,False,False,0
TXN8325674B64D7,659,0,USR011923,MER001066,Healthcare,Low,Tablet,Hyderabad,India,Low,3345,Credit Card,2026-05-29 18:53:23.256395,18,Friday,911253,907908,0,False,False,0
TXN16FF811C8D45,730,0,USR048958,MER003938,Fuel,Medium,Laptop,Chennai,India,Low,26782,Net Banking,2025-10-03 14:59:15.345461,14,Friday,5031992,5005210,10,False,False,0
TXNB9866AEF7A3C,618,0,USR012428,MER003708,Luxury,Low,Android,London,UK,Medium,2136,Net Banking,2025-12-20 00:45:19.852022,0,Saturday,245165,243029,35,True,False,0
TXNE1C6669095C2,750,0,USR029238,MER000044,Travel,Low,Android,Delhi,India,Low,13670,Credit Card,2025-12-21 22:24:02.693168,22,Sunday,2079600,2065930,0,False,False,0
TXN44A373440ACC,795,0,USR030423,MER003495,Fuel,Low,Laptop,Dubai,UAE,Medium,3361,Debit Card,2025-08-05 08:15:28.757894,8,Tuesday,1457566,1454205,10,False,False,0
TXN4174A0EECB9E,697,0,USR022571,MER003079,Luxury,Low,iPhone,Delhi,India,Low,11850,UPI,2025-07-28 12:48:29.521135,12,Monday,3085510,3073660,0,False,False,0
TXN51B377F2E39C,631,0,USR036046,MER003889,Entertainment,High,iPhone,Dubai,UAE,Medium,9451,Credit Card,2026-01-12 07:24:48.773053,7,Monday,1668571,1659120,30,False,False,0
TXN7FFD0D5E30C7,753,0,USR025004,MER001511,Luxury,Low,iPhone,London,UK,Medium,82376,Wallet,2025-09-28 17:34:57.048038,17,Sunday,5013732,4931356,30,False,True,0
TXN411291C6C426,762,0,USR034594,MER002384,Entertainment,Medium,Android,San Francisco,USA,Medium,174216,Credit Card,2025-10-29 13:11:08.316096,13,Wednesday,15178039,15003823,20,False,False,0
TXN7AFD9334ABF4,744,0,USR042129,MER003112,Fuel,Low,Tablet,Mumbai,India,Low,114361,UPI,2025-12-24 04:42:21.181150,4,Wednesday,10585107,10470746,20,False,True,0
